original,En2bn,bn2En,En2gu,gu2En,En2hi,hi2En,En2kn,kn2En,En2ml,ml2En,En2mr,mr2En,En2ne,ne2En,En2pa,pa2En,En2sd,sd2En,En2ta,ta2En,En2te,te2En,En2ur,ur2En
They are a sea captain.,তারা একজন সমুদ্র অধিনায়ক।,They are a sea captain.,તેઓ સમુદ્રના કેપ્ટન છે.,He is the captain of the sea.,वे एक समुद्री कप्तान हैं।,He is a sea captain.,ಅವರು ಸಮುದ್ರ ಕ್ಯಾಪ್ಟನ್.,He is a sea captain.,അവർ ഒരു കടൽ ക്യാപ്റ്റനാണ്.,They are a sea captain.,ते समुद्री कर्णधार आहेत.,He is a sea captain.,तिनीहरू समुद्री कप्तान हुन्।,They are sea captains.,ਉਹ ਸਮੁੰਦਰੀ ਕਪਤਾਨ ਹਨ।,He is the captain of the sea.,اهي سمنڊ جي ڪئپٽن آهن.,They are the captains of the sea.,அவர்கள் ஒரு கடல் கேப்டன்.,They are a sea captain.,వారు సీ కెప్టెన్.,They are Sea Captain.,وہ سمندری کپتان ہیں۔,He is a sea captain.
They are a secretary.,তারা সেক্রেটারি।,They are secretaries.,તેઓ સેક્રેટરી છે.,He is the secretary.,वे एक सचिव हैं।,He is a secretary.,ಅವರು ಕಾರ್ಯದರ್ಶಿ.,He is the secretary.,അവർ ഒരു സെക്രട്ടറിയാണ്.,They are a secretary.,ते एक सचिव आहेत.,He is a secretary.,तिनीहरू एक सचिव छन्।,They are a secretary.,ਉਹ ਇਕ ਸਕੱਤਰ ਹਨ.,He is a secretary.,اهي هڪ سيڪريٽري آهن.,He is a secretary.,அவர்கள் ஒரு செயலாளர்.,They are a secretary.,వారు కార్యదర్శి.,They are the secretary.,وہ ایک سکریٹری ہیں۔,She is a secretary.
They are a singer.,তারা একটি গায়ক।,They are a singer.,તેઓ એક ગાયક છે.,He is a singer.,वे एक गायक हैं।,He is a singer.,ಅವರು ಗಾಯಕ.,He's a singer.,അവർ ഒരു ഗായകനാണ്.,She is a singer.,ते एक गायक आहेत.,He is a singer.,तिनीहरू एक गायक हुन्।,They are a singer.,ਉਹ ਇੱਕ ਗਾਇਕ ਹਨ.,He is a singer.,اهي سنگتي آهن.,They are companions.,அவர்கள் ஒரு பாடகர்.,They are a singer.,వారు గాయకుడు.,They are a singer.,وہ ایک گلوکار ہیں۔,She is a singer.
They are a solicitor.,তারা একজন আইনজীবী।,They are a lawyer.,તેઓ વકીલ છે.,He is a lawyer.,वे एक वकील हैं।,He is a lawyer.,ಅವರು ಸಾಲಿಸಿಟರ್.,He is a solicitor.,അവർ ഒരു അഭിഭാഷകനാണ്.,They are a lawyer.,ते एक वकील आहेत.,He is a lawyer.,तिनीहरू एक वकिल हुनुहुन्छ।,They are a lawyer.,ਉਹ ਇੱਕ ਵਕੀਲ ਹਨ.,He is a lawyer.,اهي وڪيل آهن.,They are lawyers.,அவர்கள் ஒரு வழக்குரைஞர்.,They are a lawyer.,వారు ఒక న్యాయవాది.,They are a lawyer.,وہ ایک وکیل ہیں۔,He is a lawyer.
They are a speech pathologist.,তারা একটি স্পিচ প্যাথলজিস্ট।,They are a speech pathologist.,તેઓ ભાષણ રોગવિજ્ .ાની છે.,He is a speech pathologist.,वे स्पीच पैथोलॉजिस्ट हैं।,He is a speech pathologist.,ಅವರು ಭಾಷಣ ರೋಗಶಾಸ್ತ್ರಜ್ಞರು.,They are speech pathologists.,അവർ ഒരു സ്പീച്ച് പാത്തോളജിസ്റ്റാണ്.,They are a speech pathologist.,ते भाषण पॅथॉलॉजिस्ट आहेत.,He is a speech pathologist.,तिनीहरू एक भाषण रोगविज्ञानी हुन्।,They are a speech pathologist.,ਉਹ ਇੱਕ ਸਪੀਚ ਪੈਥੋਲੋਜਿਸਟ ਹਨ.,He is a speech pathologist.,اهي تقرير پيشي پرست آهن.,They are speechists.,அவர்கள் பேச்சு நோயியல் நிபுணர்.,They are speech pathologists.,వారు స్పీచ్ పాథాలజిస్ట్.,They are speech pathologists.,وہ اسپیچ پیتھالوجسٹ ہیں۔,He is a speech pathologist.
They are a speech-language pathologist.,তারা একটি বাক-ভাষা রোগ বিশেষজ্ঞ।,They are a speech-language pathologist.,તેઓ ભાષણ ભાષાના પેથોલોજીસ્ટ છે.,He is a pathologist of speech language.,वे एक भाषण-भाषा रोगविज्ञानी हैं।,He is a speech-language pathologist.,ಅವರು ಭಾಷಣ-ಭಾಷೆಯ ರೋಗಶಾಸ್ತ್ರಜ್ಞರು.,They are speech-language pathologists.,അവർ ഒരു സ്പീച്ച്-ലാംഗ്വേജ് പാത്തോളജിസ്റ്റാണ്.,They are a speech-language pathologist.,ते भाषण भाषेचे पॅथॉलॉजिस्ट आहेत.,He is a pathologist of speech language.,तिनीहरू वाणी भाषा रोगविज्ञानी हुन्।,They are speech pathologists.,ਉਹ ਇੱਕ ਭਾਸ਼ਣ-ਭਾਸ਼ਾ ਦੇ ਰੋਗ ਵਿਗਿਆਨੀ ਹਨ.,He is a speech-language pathologist.,اهي تقرير ٻولي جي بيماري وارا آهن.,They are speechless disorders.,அவர்கள் பேச்சு மொழி நோயியல் நிபுணர்.,They are speech language pathologists.,వారు స్పీచ్-లాంగ్వేజ్ పాథాలజిస్ట్.,They are a speech-language pathologist.,وہ اسپیچ لینگویج ماہر نفسیات ہیں۔,She is a speech language psychologist.
They are a statistician.,তারা একটি পরিসংখ্যানবিদ।,They are a statistician.,તેઓ આંકડાશાસ્ત્રી છે.,He is a statistician.,वे एक सांख्यिकीविद् हैं।,He is a statistician.,ಅವರು ಸಂಖ್ಯಾಶಾಸ್ತ್ರಜ್ಞರು.,They are statisticians.,അവർ ഒരു സ്ഥിതിവിവരക്കണക്കാണ്.,They are a statistic.,ते एक सांख्यिकीविद् आहेत.,He is a statistician.,तिनीहरू सांख्यिकीविद् हुन्।,They are statisticians.,ਉਹ ਇੱਕ ਅੰਕੜਾਵਾਦੀ ਹਨ.,He is a statistician.,اهي هڪ شاهوڪار آهن.,They are a martyr.,அவர்கள் ஒரு புள்ளிவிவர நிபுணர்.,They are a statistician.,వారు గణాంకవేత్త.,They are statisticians.,وہ ایک شماریاتی ماہر ہیں۔,He is a statistician.
They are a surveyor.,তারা একজন সমীক্ষক।,They are a surveyor.,તેઓ એક સર્વેયર છે.,He is a surveyor.,वे एक सर्वेक्षक हैं।,He is a surveyor.,ಅವರು ಸರ್ವೇಯರ್.,He is a surveyor.,അവർ ഒരു സർവേയറാണ്.,They are a surveyor.,ते एक सर्वेक्षण करणारे आहेत.,They are a surveyors.,तिनीहरू एक सर्वेक्षणकर्ता हुन्।,They are a surveyor.,ਉਹ ਇੱਕ ਨਿਰੀਖਕ ਹਨ.,He is an inspector.,اهي سرويٽر آهن.,They are the surveyors.,அவர்கள் ஒரு சர்வேயர்.,They are a surveyor.,వారు ఒక సర్వేయర్.,They are a surveyor.,وہ ایک سرویئر ہیں۔,He is a surveyor.
They are a therapist.,তারা একজন থেরাপিস্ট।,They are a therapist.,તેઓ ચિકિત્સક છે.,He is a physician.,वे एक थेरेपिस्ट हैं।,He is a therapist.,ಅವರು ಚಿಕಿತ್ಸಕರು.,They are therapists.,അവർ ഒരു തെറാപ്പിസ്റ്റാണ്.,They are a therapist.,ते एक थेरपिस्ट आहेत.,He is a therapist.,तिनीहरू एक चिकित्सक हो।,He is a physician.,ਉਹ ਇੱਕ ਚਿਕਿਤਸਕ ਹਨ.,He is a physician.,اهي هڪ معالج آهن.,They are a therapist.,அவர்கள் ஒரு சிகிச்சையாளர்.,They are a therapist.,వారు చికిత్సకుడు.,They are therapist.,وہ ایک معالج ہیں۔,He is a physician.
They are an undertaker.,তারা একটি উপস্থাপক।,They are a presenter.,તેઓ એક બાંયધરી આપનાર છે.,They are a guarantor.,वे एक उपक्रमकर्ता हैं।,He is an entrepreneur.,ಅವರು ಕೆಲಸಗಾರರಾಗಿದ್ದಾರೆ.,They are workers.,അവർ ഒരു ചുമതലക്കാരനാണ്.,They are in charge.,ते उपक्रमधारक आहेत.,They are entrepreneurs.,तिनीहरू एक उपक्रमकर्ता हुन्।,They are an entrepreneur.,ਉਹ ਇਕ ਅੰਡਰਟੇਕਰ ਹਨ.,He is an Undertaker.,اهي ٺاهيل ماڻهو آهن.,They are made-up people.,அவர்கள் ஒரு வேலை செய்பவர்கள்.,They are a workaholic.,వారు ఒక పని.,They are a work in progress.,وہ ایک انڈر ٹیکر ہیں۔,He is an Undertaker.
They are an urban planner.,তারা একটি নগর পরিকল্পনাবিদ।,They are an urban planner.,તેઓ શહેરી આયોજક છે.,He is an urban planner.,वे एक शहरी योजनाकार हैं।,He is an urban planner.,ಅವರು ನಗರ ಯೋಜಕರು.,They are city planners.,അവർ ഒരു നഗര ആസൂത്രകനാണ്.,They are a city planner.,ते शहरी नियोजक आहेत.,They are urban planners.,तिनीहरू शहरी योजनाकार हुन्।,They are urban planners.,ਉਹ ਇੱਕ ਸ਼ਹਿਰੀ ਯੋਜਨਾਕਾਰ ਹਨ.,He is an urban planner.,اهي شهري منصوبابندي ڪندڙ آهن.,They are urban planners.,அவர்கள் நகர்ப்புற திட்டமிடுபவர்கள்.,They are urban planners.,వారు అర్బన్ ప్లానర్.,They are Urban Planner.,وہ شہری منصوبہ ساز ہیں۔,He is a city planner.
They are a videographer.,তারা একজন ভিডিওগ্রাফার।,They are a videographer.,તેઓ એક વિડીયોગ્રાફર છે.,He is a videographer.,वे एक वीडियोग्राफर हैं।,He is a videographer.,ಅವರು ವಿಡಿಯೋಗ್ರಾಫರ್.,He is a videographer.,അവർ വീഡിയോഗ്രാഫറാണ്.,They are videographers.,ते एक व्हिडिओग्राफर आहेत.,He is a videographer.,तिनीहरू एक भिडियोोग्राफर हो।,He is a videographer.,ਉਹ ਇੱਕ ਵੀਡੀਓਗ੍ਰਾਫਰ ਹਨ.,He is a videographer.,اهي هڪ وڊيو گرافر آهن.,He is a videographer.,அவர்கள் வீடியோகிராஃபர்.,They are videographer.,వారు వీడియోగ్రాఫర్.,They are videographer.,وہ ویڈیو گرافر ہیں۔,He is a videographer.
They are a virologist.,তারা একজন ভাইরোলজিস্ট।,They are a virologist.,તેઓ વાઇરોલોજીસ્ટ છે.,He is a virologist.,वे एक वायरोलॉजिस्ट हैं।,He is a Virologist.,ಅವರು ವೈರಾಲಜಿಸ್ಟ್.,He is a virologist.,അവർ ഒരു വൈറോളജിസ്റ്റാണ്.,They are a virologist.,ते एक व्हायरोलॉजिस्ट आहेत.,He is a virologist.,तिनीहरू एक भाइरोग विशेषज्ञ हुन्।,They are a virologist.,ਉਹ ਇਕ ਵਾਇਰਲੋਜਿਸਟ ਹਨ.,He is a virologist.,اهي هڪ وائرالوجسٽ آهن.,He is a virologist.,அவர்கள் ஒரு வைராலஜிஸ்ட்.,They are a virologist.,వారు వైరాలజిస్ట్.,They are virologists.,وہ ایک ماہر معاشیات ہیں۔,He is an economist.
They are a visual artist.,তারা ভিজ্যুয়াল আর্টিস্ট।,They are visual artists.,તેઓ દ્રશ્ય કલાકાર છે.,He is a visual artist.,वे एक दृश्य कलाकार हैं।,He is a visual artist.,ಅವರು ದೃಶ್ಯ ಕಲಾವಿದ.,He is a visual artist.,അവർ ഒരു വിഷ്വൽ ആർട്ടിസ്റ്റാണ്.,They are a visual artist.,ते दृश्य कलाकार आहेत.,They are visual artists.,तिनीहरू दृश्य कलाकार हुन्।,They are visual artists.,ਉਹ ਇੱਕ ਵਿਜ਼ੂਅਲ ਕਲਾਕਾਰ ਹਨ.,He is a visual artist.,اهي هڪ بصري آرٽسٽ آهن.,He is a visual artist.,அவர்கள் ஒரு காட்சி கலைஞர்.,They are a visual artist.,వారు విజువల్ ఆర్టిస్ట్.,They are visual artists.,وہ بصری فنکار ہیں۔,He is a visual artist.
They are a waiter.,তারা ওয়েটার।,They are waiters.,તેઓ વેઈટર છે.,They are waiters.,वे एक वेटर हैं।,He is a waiter.,ಅವರು ಮಾಣಿ.,He's a waiter.,അവർ ഒരു വെയിറ്ററാണ്.,They are a waiter.,ते एक वेटर आहेत.,He is a waiter.,तिनीहरू एक वेटर हुन्।,They are a waiter.,ਉਹ ਇੱਕ ਵੇਟਰ ਹਨ.,He is a waiter.,اهي هڪ ويٽر آهن.,They are a waiter.,அவர்கள் ஒரு பணியாளர்.,They are an employee.,వారు వెయిటర్.,They are the waiter.,وہ ویٹر ہیں۔,They are waiters.
They are a web designer.,তারা একটি ওয়েব ডিজাইনার।,They are a web designer.,તેઓ વેબ ડિઝાઇનર છે.,He is a web designer.,वे एक वेब डिजाइनर हैं।,He is a web designer.,ಅವರು ವೆಬ್ ಡಿಸೈನರ್.,He is a web designer.,അവർ ഒരു വെബ് ഡിസൈനറാണ്.,They are a web designer.,ते एक वेब डिझायनर आहेत.,He is a web designer.,तिनीहरू वेब डिजाइनर हुन्।,They are web designers.,ਉਹ ਇੱਕ ਵੈੱਬ ਡਿਜ਼ਾਈਨਰ ਹਨ.,She is a web designer.,اهي هڪ ويب ڊزائينر آهن.,He is a web designer.,அவர்கள் ஒரு வலை வடிவமைப்பாளர்.,They are a web designer.,వారు వెబ్ డిజైనర్.,They are web designers.,وہ ایک ویب ڈیزائنر ہیں۔,She is a web designer.
They are a web developer.,তারা একটি ওয়েব বিকাশকারী।,They are a web developer.,તેઓ વેબ ડેવલપર છે.,They are web developers.,वे एक वेब डेवलपर हैं।,He is a web developer.,ಅವರು ವೆಬ್ ಡೆವಲಪರ್.,He is a web developer.,അവർ ഒരു വെബ് ഡെവലപ്പർ ആണ്.,They are a web developer.,ते एक वेब विकसक आहेत.,He is a web developer.,तिनीहरू वेब विकासकर्ता हुन्।,They are web developers.,ਉਹ ਇੱਕ ਵੈੱਬ ਵਿਕਾਸਕਰਤਾ ਹਨ.,He is a web developer.,اهي ويب ڊولپر آهن.,They are web developers.,அவர்கள் ஒரு வலை டெவலப்பர்.,They are a web developer.,వారు వెబ్ డెవలపర్.,They are web developer.,وہ ایک ویب ڈویلپر ہیں۔,He is a web developer.
They are a zoologist.,তারা একজন প্রাণিবিদ।,They are a zoologist.,તેઓ પ્રાણીવિજ્ areાની છે.,They are zoologists.,वे एक प्राणी विज्ञानी हैं।,He is a zoologist.,ಅವರು ಪ್ರಾಣಿಶಾಸ್ತ್ರಜ್ಞರು.,They are zoologists.,അവർ ഒരു സുവോളജിസ്റ്റാണ്.,They are a zoologist.,ते प्राणीशास्त्रज्ञ आहेत.,They are zoologists.,तिनीहरू एक प्राणीशास्त्री हुन्।,They are a zoologist.,ਉਹ ਇੱਕ ਜੀਵ ਵਿਗਿਆਨੀ ਹਨ.,He is a biologist.,اهي هڪ زولوجسٽ آهن.,They are a zoologist.,அவர்கள் ஒரு விலங்கியல் நிபுணர்.,They are a zoologist.,వారు జువాలజిస్ట్.,They are a zoologist.,وہ ایک ماہر حیات ہیں۔,She is a biologist.
